instant,season_x,year_x,month_x,holiday_x,weekday_x,workingday_x,weather_x,casual_x,registered_x,count_x,status,season_y,year_y,month_y,hour,holiday_y,weekday_y,workingday_y,weather_y,casual_y,registered_y,count_y,count_group
585,Fall,2012,Aug,0,Tuesday,1,Misty,1278,5995,7273,Non Active,Spring,2011,Jan,15,0,Wednesday,1,Light_RainSnow,1,42,43,registered
586,Fall,2012,Aug,0,Wednesday,1,Misty,1263,6271,7534,Non Active,Spring,2011,Jan,16,0,Wednesday,1,Heavy_RainSnow,1,35,36,registered
587,Fall,2012,Aug,0,Thursday,1,Clear,1196,6090,7286,Non Active,Spring,2011,Jan,17,0,Wednesday,1,Light_RainSnow,0,26,26,registered
588,Fall,2012,Aug,0,Friday,1,Misty,1065,4721,5786,Non Active,Spring,2011,Jan,16,0,Thursday,1,Clear,1,23,24,registered
589,Fall,2012,Aug,0,Saturday,0,Misty,2247,4052,6299,Non Active,Spring,2011,Jan,17,0,Thursday,1,Clear,2,82,84,registered
590,Fall,2012,Aug,0,Sunday,0,Clear,2182,4362,6544,Non Active,Spring,2011,Jan,18,0,Thursday,1,Clear,3,101,104,registered
591,Fall,2012,Aug,0,Monday,1,Clear,1207,5676,6883,Non Active,Spring,2011,Jan,19,0,Thursday,1,Clear,3,76,79,registered
592,Fall,2012,Aug,0,Tuesday,1,Clear,1128,5656,6784,Non Active,Spring,2011,Jan,20,0,Thursday,1,Clear,4,55,59,registered
593,Fall,2012,Aug,0,Wednesday,1,Clear,1198,6149,7347,Non Active,Spring,2011,Jan,21,0,Thursday,1,Clear,2,36,38,registered
594,Fall,2012,Aug,0,Thursday,1,Clear,1338,6267,7605,Non Active,Spring,2011,Jan,22,0,Thursday,1,Clear,0,27,27,registered
595,Fall,2012,Aug,0,Friday,1,Clear,1483,5665,7148,Non Active,Spring,2011,Jan,23,0,Thursday,1,Clear,0,16,16,registered
596,Fall,2012,Aug,0,Saturday,0,Clear,2827,5038,7865,Non Active,Spring,2011,Jan,0,0,Friday,1,Misty,0,9,9,registered
597,Fall,2012,Aug,0,Sunday,0,Misty,1208,3341,4549,Non Active,Spring,2011,Jan,1,0,Friday,1,Misty,1,2,3,registered
598,Fall,2012,Aug,0,Monday,1,Misty,1026,5504,6530,Non Active,Spring,2011,Jan,2,0,Friday,1,Misty,0,2,2,registered
599,Fall,2012,Aug,0,Tuesday,1,Clear,1081,5925,7006,Non Active,Spring,2011,Jan,3,0,Friday,1,Misty,1,0,1,registered
600,Fall,2012,Aug,0,Wednesday,1,Clear,1094,6281,7375,Non Active,Spring,2011,Jan,5,0,Friday,1,Misty,0,4,4,registered
601,Fall,2012,Aug,0,Thursday,1,Clear,1363,6402,7765,Non Active,Spring,2011,Jan,6,0,Friday,1,Misty,0,16,16,registered
602,Fall,2012,Aug,0,Friday,1,Misty,1325,6257,7582,Non Active,Spring,2011,Jan,7,0,Friday,1,Misty,2,58,60,registered
603,Fall,2012,Aug,0,Saturday,0,Misty,1829,4224,6053,Non Active,Spring,2011,Jan,8,0,Friday,1,Misty,2,155,157,registered
604,Fall,2012,Aug,0,Sunday,0,Misty,1483,3772,5255,Non Active,Spring,2011,Jan,9,0,Friday,1,Light_RainSnow,6,95,101,registered
605,Fall,2012,Aug,0,Monday,1,Clear,989,5928,6917,Non Active,Spring,2011,Jan,10,0,Friday,1,Light_RainSnow,0,49,49,registered
606,Fall,2012,Aug,0,Tuesday,1,Clear,935,6105,7040,Non Active,Spring,2011,Jan,11,0,Friday,1,Light_RainSnow,0,30,30,registered
607,Fall,2012,Aug,0,Wednesday,1,Clear,1177,6520,7697,Non Active,Spring,2011,Jan,12,0,Friday,1,Light_RainSnow,1,28,29,registered
608,Fall,2012,Aug,0,Thursday,1,Clear,1172,6541,7713,Non Active,Spring,2011,Jan,13,0,Friday,1,Light_RainSnow,0,31,31,registered
609,Fall,2012,Aug,0,Friday,1,Clear,1433,5917,7350,Non Active,Spring,2011,Jan,14,0,Friday,1,Light_RainSnow,2,36,38,registered
610,Fall,2012,Sep,0,Saturday,0,Misty,2352,3788,6140,Non Active,Spring,2011,Jan,15,0,Friday,1,Misty,1,40,41,registered
611,Fall,2012,Sep,0,Sunday,0,Misty,2613,3197,5810,Non Active,Spring,2011,Jan,16,0,Friday,1,Clear,10,70,80,registered
612,Fall,2012,Sep,1,Monday,0,Clear,1965,4069,6034,Non Active,Spring,2011,Jan,17,0,Friday,1,Clear,2,147,149,registered
613,Fall,2012,Sep,0,Tuesday,1,Clear,867,5997,6864,Non Active,Spring,2011,Jan,18,0,Friday,1,Clear,2,107,109,registered
614,Fall,2012,Sep,0,Wednesday,1,Clear,832,6280,7112,Non Active,Spring,2011,Jan,19,0,Friday,1,Misty,5,84,89,registered
615,Fall,2012,Sep,0,Thursday,1,Misty,611,5592,6203,Non Active,Spring,2011,Jan,20,0,Friday,1,Misty,1,61,62,registered
616,Fall,2012,Sep,0,Friday,1,Clear,1045,6459,7504,Non Active,Spring,2011,Jan,21,0,Friday,1,Misty,1,57,58,registered
617,Fall,2012,Sep,0,Saturday,0,Misty,1557,4419,5976,Non Active,Spring,2011,Jan,22,0,Friday,1,Clear,0,26,26,registered
618,Fall,2012,Sep,0,Sunday,0,Clear,2570,5657,8227,Non Active,Spring,2011,Jan,23,0,Friday,1,Clear,1,22,23,registered
619,Fall,2012,Sep,0,Monday,1,Clear,1118,6407,7525,Non Active,Spring,2011,Jan,0,0,Saturday,0,Clear,2,26,28,registered
620,Fall,2012,Sep,0,Tuesday,1,Clear,1070,6697,7767,Non Active,Spring,2011,Jan,1,0,Saturday,0,Clear,0,20,20,registered
621,Fall,2012,Sep,0,Wednesday,1,Clear,1050,6820,7870,Non Active,Spring,2011,Jan,2,0,Saturday,0,Clear,0,15,15,registered
622,Fall,2012,Sep,0,Thursday,1,Clear,1054,6750,7804,Non Active,Spring,2011,Jan,3,0,Saturday,0,Clear,3,5,8,registered
623,Fall,2012,Sep,0,Friday,1,Clear,1379,6630,8009,Non Active,Spring,2011,Jan,4,0,Saturday,0,Clear,1,2,3,registered
624,Fall,2012,Sep,0,Saturday,0,Clear,3160,5554,8714,Non Active,Spring,2011,Jan,6,0,Saturday,0,Clear,0,2,2,registered
625,Fall,2012,Sep,0,Sunday,0,Clear,2166,5167,7333,Non Active,Spring,2011,Jan,7,0,Saturday,0,Clear,1,4,5,registered
626,Fall,2012,Sep,0,Monday,1,Misty,1022,5847,6869,Non Active,Spring,2011,Jan,8,0,Saturday,0,Clear,3,31,34,registered
627,Fall,2012,Sep,0,Tuesday,1,Misty,371,3702,4073,Non Active,Spring,2011,Jan,9,0,Saturday,0,Clear,0,34,34,registered
628,Fall,2012,Sep,0,Wednesday,1,Clear,788,6803,7591,Non Active,Spring,2011,Jan,10,0,Saturday,0,Misty,4,51,55,registered
629,Fall,2012,Sep,0,Thursday,1,Clear,939,6781,7720,Non Active,Spring,2011,Jan,11,0,Saturday,0,Misty,4,60,64,registered
630,Fall,2012,Sep,0,Friday,1,Clear,1250,6917,8167,Non Active,Spring,2011,Jan,12,0,Saturday,0,Misty,12,66,78,registered
631,Fall,2012,Sep,0,Saturday,0,Clear,2512,5883,8395,Non Active,Spring,2011,Jan,13,0,Saturday,0,Misty,9,56,65,registered
632,Winter,2012,Sep,0,Sunday,0,Clear,2454,5453,7907,Non Active,Spring,2011,Jan,14,0,Saturday,0,Misty,10,89,99,registered
633,Winter,2012,Sep,0,Monday,1,Clear,1001,6435,7436,Non Active,Spring,2011,Jan,15,0,Saturday,0,Clear,22,98,120,registered
634,Winter,2012,Sep,0,Tuesday,1,Clear,845,6693,7538,Non Active,Spring,2011,Jan,16,0,Saturday,0,Clear,19,88,107,registered
635,Winter,2012,Sep,0,Wednesday,1,Clear,787,6946,7733,Non Active,Spring,2011,Jan,17,0,Saturday,0,Clear,9,82,91,registered
636,Winter,2012,Sep,0,Thursday,1,Misty,751,6642,7393,Non Active,Spring,2011,Jan,18,0,Saturday,0,Clear,9,59,68,registered
637,Winter,2012,Sep,0,Friday,1,Misty,1045,6370,7415,Non Active,Spring,2011,Jan,19,0,Saturday,0,Misty,6,52,58,registered
638,Winter,2012,Sep,0,Saturday,0,Clear,2589,5966,8555,Non Active,Spring,2011,Jan,20,0,Saturday,0,Clear,1,42,43,registered
639,Winter,2012,Sep,0,Sunday,0,Clear,2015,4874,6889,Non Active,Spring,2011,Jan,21,0,Saturday,0,Clear,1,35,36,registered
640,Winter,2012,Oct,0,Monday,1,Misty,763,6015,6778,Non Active,Spring,2011,Jan,22,0,Saturday,0,Clear,4,28,32,registered
641,Winter,2012,Oct,0,Tuesday,1,Light_RainSnow,315,4324,4639,Non Active,Spring,2011,Jan,23,0,Saturday,0,Clear,3,30,33,registered
642,Winter,2012,Oct,0,Wednesday,1,Misty,728,6844,7572,Non Active,Spring,2011,Jan,0,0,Sunday,0,Clear,0,33,33,registered
643,Winter,2012,Oct,0,Thursday,1,Misty,891,6437,7328,Non Active,Spring,2011,Jan,1,0,Sunday,0,Clear,7,22,29,registered
644,Winter,2012,Oct,0,Friday,1,Clear,1516,6640,8156,Non Active,Spring,2011,Jan,2,0,Sunday,0,Clear,1,10,11,registered
645,Winter,2012,Oct,0,Saturday,0,Clear,3031,4934,7965,Non Active,Spring,2011,Jan,3,0,Sunday,0,Clear,1,7,8,registered
646,Winter,2012,Oct,0,Sunday,0,Misty,781,2729,3510,Non Active,Spring,2011,Jan,4,0,Sunday,0,Clear,0,1,1,registered
647,Winter,2012,Oct,1,Monday,0,Misty,874,4604,5478,Non Active,Spring,2011,Jan,5,0,Sunday,0,Clear,0,3,3,registered
648,Winter,2012,Oct,0,Tuesday,1,Misty,601,5791,6392,Non Active,Spring,2011,Jan,7,0,Sunday,0,Clear,0,3,3,registered
649,Winter,2012,Oct,0,Wednesday,1,Clear,780,6911,7691,Non Active,Spring,2011,Jan,8,0,Sunday,0,Misty,1,11,12,registered
650,Winter,2012,Oct,0,Thursday,1,Clear,834,6736,7570,Non Active,Spring,2011,Jan,9,0,Sunday,0,Misty,4,34,38,registered
651,Winter,2012,Oct,0,Friday,1,Clear,1060,6222,7282,Non Active,Spring,2011,Jan,10,0,Sunday,0,Misty,7,57,64,registered
652,Winter,2012,Oct,0,Saturday,0,Clear,2252,4857,7109,Non Active,Spring,2011,Jan,11,0,Sunday,0,Clear,9,50,59,registered
653,Winter,2012,Oct,0,Sunday,0,Clear,2080,4559,6639,Non Active,Spring,2011,Jan,12,0,Sunday,0,Clear,10,87,97,registered
654,Winter,2012,Oct,0,Monday,1,Misty,760,5115,5875,Active,Spring,2011,Jan,13,0,Sunday,0,Clear,13,71,84,registered
655,Winter,2012,Oct,0,Tuesday,1,Clear,922,6612,7534,Active,Spring,2011,Jan,14,0,Sunday,0,Clear,18,104,122,registered
656,Winter,2012,Oct,0,Wednesday,1,Clear,979,6482,7461,Non Active,Spring,2011,Jan,15,0,Sunday,0,Clear,14,95,109,registered
657,Winter,2012,Oct,0,Thursday,1,Misty,1008,6501,7509,Non Active,Spring,2011,Jan,16,0,Sunday,0,Clear,19,104,123,registered
658,Winter,2012,Oct,0,Friday,1,Misty,753,4671,5424,Non Active,Spring,2011,Jan,17,0,Sunday,0,Clear,6,71,77,registered
659,Winter,2012,Oct,0,Saturday,0,Clear,2806,5284,8090,Non Active,Spring,2011,Jan,18,0,Sunday,0,Clear,8,57,65,registered
660,Winter,2012,Oct,0,Sunday,0,Clear,2132,4692,6824,Non Active,Spring,2011,Jan,19,0,Sunday,0,Clear,9,46,55,registered
661,Winter,2012,Oct,0,Monday,1,Clear,830,6228,7058,Non Active,Spring,2011,Jan,20,0,Sunday,0,Misty,3,30,33,registered
662,Winter,2012,Oct,0,Tuesday,1,Clear,841,6625,7466,Non Active,Spring,2011,Jan,21,0,Sunday,0,Misty,3,25,28,registered
663,Winter,2012,Oct,0,Wednesday,1,Clear,795,6898,7693,Non Active,Spring,2011,Jan,22,0,Sunday,0,Misty,2,19,21,registered
664,Winter,2012,Oct,0,Thursday,1,Misty,875,6484,7359,Non Active,Spring,2011,Jan,23,0,Sunday,0,Misty,5,16,21,registered
665,Winter,2012,Oct,0,Friday,1,Misty,1182,6262,7444,Non Active,Spring,2011,Jan,0,0,Monday,1,Misty,1,6,7,registered
666,Winter,2012,Oct,0,Saturday,0,Misty,2643,5209,7852,Non Active,Spring,2011,Jan,1,0,Monday,1,Clear,2,5,7,registered
667,Winter,2012,Oct,0,Sunday,0,Misty,998,3461,4459,Non Active,Spring,2011,Jan,2,0,Monday,1,Clear,0,1,1,registered
668,Winter,2012,Oct,0,Monday,1,Light_RainSnow,2,20,22,Non Active,Spring,2011,Jan,3,0,Monday,1,Clear,0,2,2,casual
669,Winter,2012,Oct,0,Tuesday,1,Misty,87,1009,1096,Non Active,Spring,2011,Jan,4,0,Monday,1,Clear,0,2,2,registered
670,Winter,2012,Oct,0,Wednesday,1,Misty,419,5147,5566,Active,Spring,2011,Jan,5,0,Monday,1,Clear,0,8,8,registered
671,Winter,2012,Nov,0,Thursday,1,Misty,466,5520,5986,Non Active,Spring,2011,Jan,6,0,Monday,1,Clear,0,37,37,registered
672,Winter,2012,Nov,0,Friday,1,Clear,618,5229,5847,Non Active,Spring,2011,Jan,7,0,Monday,1,Misty,1,71,72,registered
673,Winter,2012,Nov,0,Saturday,0,Misty,1029,4109,5138,Non Active,Spring,2011,Jan,8,0,Monday,1,Misty,3,182,185,registered
674,Winter,2012,Nov,0,Sunday,0,Clear,1201,3906,5107,Active,Spring,2011,Jan,9,0,Monday,1,Misty,0,112,112,registered
675,Winter,2012,Nov,0,Monday,1,Clear,378,4881,5259,Non Active,Spring,2011,Jan,10,0,Monday,1,Misty,1,68,69,registered
676,Winter,2012,Nov,0,Tuesday,1,Clear,466,5220,5686,Non Active,Spring,2011,Jan,11,0,Monday,1,Misty,2,46,48,registered
677,Winter,2012,Nov,0,Wednesday,1,Misty,326,4709,5035,Non Active,Spring,2011,Jan,12,0,Monday,1,Misty,6,62,68,registered
678,Winter,2012,Nov,0,Thursday,1,Clear,340,4975,5315,Non Active,Spring,2011,Jan,13,0,Monday,1,Misty,2,52,54,registered
679,Winter,2012,Nov,0,Friday,1,Clear,709,5283,5992,Non Active,Spring,2011,Jan,14,0,Monday,1,Misty,1,85,86,registered
680,Winter,2012,Nov,0,Saturday,0,Clear,2090,4446,6536,Non Active,Spring,2011,Jan,15,0,Monday,1,Misty,3,41,44,registered
681,Winter,2012,Nov,0,Sunday,0,Clear,2290,4562,6852,Non Active,Spring,2011,Jan,16,0,Monday,1,Misty,3,83,86,registered
682,Winter,2012,Nov,1,Monday,0,Clear,1097,5172,6269,Non Active,Spring,2011,Jan,17,0,Monday,1,Misty,6,155,161,registered
683,Winter,2012,Nov,0,Tuesday,1,Misty,327,3767,4094,Non Active,Spring,2011,Jan,18,0,Monday,1,Misty,3,153,156,registered
684,Winter,2012,Nov,0,Wednesday,1,Clear,373,5122,5495,Non Active,Spring,2011,Jan,19,0,Monday,1,Clear,3,108,111,registered
685,Winter,2012,Nov,0,Thursday,1,Misty,320,5125,5445,Non Active,Spring,2011,Jan,20,0,Monday,1,Light_RainSnow,0,78,78,registered
686,Winter,2012,Nov,0,Friday,1,Clear,484,5214,5698,Non Active,Spring,2011,Jan,21,0,Monday,1,Light_RainSnow,3,53,56,registered
687,Winter,2012,Nov,0,Saturday,0,Clear,1313,4316,5629,Non Active,Spring,2011,Jan,22,0,Monday,1,Misty,0,34,34,registered
688,Winter,2012,Nov,0,Sunday,0,Clear,922,3747,4669,Non Active,Spring,2011,Jan,23,0,Monday,1,Misty,2,15,17,registered
689,Winter,2012,Nov,0,Monday,1,Misty,449,5050,5499,Non Active,Spring,2011,Feb,0,0,Tuesday,1,Misty,2,6,8,registered
690,Winter,2012,Nov,0,Tuesday,1,Misty,534,5100,5634,Non Active,Spring,2011,Feb,1,0,Tuesday,1,Misty,0,3,3,registered
691,Winter,2012,Nov,0,Wednesday,1,Clear,615,4531,5146,Non Active,Spring,2011,Feb,2,0,Tuesday,1,Misty,0,2,2,registered
692,Winter,2012,Nov,1,Thursday,0,Clear,955,1470,2425,Non Active,Spring,2011,Feb,3,0,Tuesday,1,Misty,0,2,2,registered
693,Winter,2012,Nov,0,Friday,1,Clear,1603,2307,3910,Non Active,Spring,2011,Feb,5,0,Tuesday,1,Light_RainSnow,0,3,3,registered
694,Winter,2012,Nov,0,Saturday,0,Clear,532,1745,2277,Non Active,Spring,2011,Feb,6,0,Tuesday,1,Light_RainSnow,0,22,22,registered
695,Winter,2012,Nov,0,Sunday,0,Clear,309,2115,2424,Non Active,Spring,2011,Feb,7,0,Tuesday,1,Light_RainSnow,0,52,52,registered
696,Winter,2012,Nov,0,Monday,1,Clear,337,4750,5087,Non Active,Spring,2011,Feb,8,0,Tuesday,1,Light_RainSnow,3,132,135,registered
697,Winter,2012,Nov,0,Tuesday,1,Misty,123,3836,3959,Non Active,Spring,2011,Feb,9,0,Tuesday,1,Misty,2,114,116,registered
698,Winter,2012,Nov,0,Wednesday,1,Clear,198,5062,5260,Non Active,Spring,2011,Feb,10,0,Tuesday,1,Misty,0,47,47,registered
699,Winter,2012,Nov,0,Thursday,1,Clear,243,5080,5323,Non Active,Spring,2011,Feb,11,0,Tuesday,1,Misty,2,49,51,registered
700,Winter,2012,Nov,0,Friday,1,Clear,362,5306,5668,Non Active,Spring,2011,Feb,12,0,Tuesday,1,Misty,2,53,55,registered
701,Winter,2012,Des,0,Saturday,0,Misty,951,4240,5191,Non Active,Spring,2011,Feb,13,0,Tuesday,1,Misty,3,49,52,registered
702,Winter,2012,Des,0,Sunday,0,Misty,892,3757,4649,Non Active,Spring,2011,Feb,14,0,Tuesday,1,Misty,5,49,54,registered
703,Winter,2012,Des,0,Monday,1,Clear,555,5679,6234,Non Active,Spring,2011,Feb,15,0,Tuesday,1,Misty,7,45,52,registered
704,Winter,2012,Des,0,Tuesday,1,Clear,551,6055,6606,Non Active,Spring,2011,Feb,16,0,Tuesday,1,Misty,3,61,64,registered
705,Winter,2012,Des,0,Wednesday,1,Clear,331,5398,5729,Non Active,Spring,2011,Feb,17,0,Tuesday,1,Misty,4,172,176,registered
706,Winter,2012,Des,0,Thursday,1,Clear,340,5035,5375,Non Active,Spring,2011,Feb,18,0,Tuesday,1,Misty,3,165,168,registered
707,Winter,2012,Des,0,Friday,1,Misty,349,4659,5008,Non Active,Spring,2011,Feb,19,0,Tuesday,1,Misty,3,105,108,registered
708,Winter,2012,Des,0,Saturday,0,Misty,1153,4429,5582,Non Active,Spring,2011,Feb,20,0,Tuesday,1,Misty,5,69,74,registered
709,Winter,2012,Des,0,Sunday,0,Misty,441,2787,3228,Non Active,Spring,2011,Feb,21,0,Tuesday,1,Misty,0,64,64,registered
710,Winter,2012,Des,0,Monday,1,Misty,329,4841,5170,Non Active,Spring,2011,Feb,22,0,Tuesday,1,Misty,2,34,36,registered
711,Winter,2012,Des,0,Tuesday,1,Misty,282,5219,5501,Non Active,Spring,2011,Feb,23,0,Tuesday,1,Light_RainSnow,1,15,16,registered
712,Winter,2012,Des,0,Wednesday,1,Misty,310,5009,5319,Non Active,Spring,2011,Feb,0,0,Wednesday,1,Light_RainSnow,0,2,2,registered
713,Winter,2012,Des,0,Thursday,1,Clear,425,5107,5532,Non Active,Spring,2011,Feb,1,0,Wednesday,1,Light_RainSnow,0,3,3,registered
714,Winter,2012,Des,0,Friday,1,Clear,429,5182,5611,Non Active,Spring,2011,Feb,2,0,Wednesday,1,Light_RainSnow,4,0,4,registered
715,Winter,2012,Des,0,Saturday,0,Clear,767,4280,5047,Non Active,Spring,2011,Feb,3,0,Wednesday,1,Light_RainSnow,0,1,1,registered
716,Winter,2012,Des,0,Sunday,0,Misty,538,3248,3786,Non Active,Spring,2011,Feb,4,0,Wednesday,1,Light_RainSnow,0,1,1,registered
717,Winter,2012,Des,0,Monday,1,Misty,212,4373,4585,Non Active,Spring,2011,Feb,5,0,Wednesday,1,Light_RainSnow,0,3,3,registered
718,Winter,2012,Des,0,Tuesday,1,Clear,433,5124,5557,Non Active,Spring,2011,Feb,6,0,Wednesday,1,Light_RainSnow,1,17,18,registered
719,Winter,2012,Des,0,Wednesday,1,Clear,333,4934,5267,Non Active,Spring,2011,Feb,7,0,Wednesday,1,Light_RainSnow,1,48,49,registered
720,Winter,2012,Des,0,Thursday,1,Misty,314,3814,4128,Non Active,Spring,2011,Feb,8,0,Wednesday,1,Light_RainSnow,1,154,155,registered
721,Spring,2012,Des,0,Friday,1,Misty,221,3402,3623,Non Active,Spring,2011,Feb,9,0,Wednesday,1,Misty,4,119,123,registered
722,Spring,2012,Des,0,Saturday,0,Clear,205,1544,1749,Non Active,Spring,2011,Feb,10,0,Wednesday,1,Misty,2,59,61,registered
723,Spring,2012,Des,0,Sunday,0,Clear,408,1379,1787,Non Active,Spring,2011,Feb,11,0,Wednesday,1,Misty,5,47,52,registered
724,Spring,2012,Des,0,Monday,1,Misty,174,746,920,Non Active,Spring,2011,Feb,12,0,Wednesday,1,Misty,3,61,64,registered
725,Spring,2012,Des,1,Tuesday,0,Misty,440,573,1013,Non Active,Spring,2011,Feb,13,0,Wednesday,1,Clear,1,74,75,registered
726,Spring,2012,Des,0,Wednesday,1,Light_RainSnow,9,432,441,Non Active,Spring,2011,Feb,14,0,Wednesday,1,Clear,2,61,63,registered
727,Spring,2012,Des,0,Thursday,1,Misty,247,1867,2114,Non Active,Spring,2011,Feb,15,0,Wednesday,1,Clear,10,66,76,registered
728,Spring,2012,Des,0,Friday,1,Misty,644,2451,3095,Non Active,Spring,2011,Feb,16,0,Wednesday,1,Clear,8,95,103,registered
729,Spring,2012,Des,0,Saturday,0,Misty,159,1182,1341,Non Active,Spring,2011,Feb,17,0,Wednesday,1,Clear,7,183,190,registered
730,Spring,2012,Des,0,Sunday,0,Clear,364,1432,1796,Non Active,Spring,2011,Feb,18,0,Wednesday,1,Clear,7,175,182,registered
731,Spring,2012,Des,0,Monday,1,Misty,439,2290,2729,Non Active,Spring,2011,Feb,19,0,Wednesday,1,Clear,3,88,91,registered
